state	county	Year	abbrev	aor	activationdate	submissions	identmatch_lescl1	identmatch_lescl23	identmatch_total	removals_convictedcriminalsl1	removals_convictedcriminalsl2	removals_convictedcriminalsl3	removals_icefugitives12	priorremovalsandreturns13	ewisvisaviolatorsandoverstays1	removals_total	observ	T02A_001	T02A_002	T02A_003	T073_001	censusjurmerge	Early	Mail	Polling	Unknown	Null	Absentee	CVAP	allmissing	GEOid2	GEOid	latinovote	latinoturnout	citpctlatino	stateid	had_govelection	had_senelection
"Georgia"	"Elbert"	2010	"GA"	"ATL"	"12/6/2011"	"1,174"	"1"	"12"	"13"	0	2	0	0	0	0	"2"	439	374.2162	351.0552	23.16104	5727	3	0	0	0	7	153	3	210	0	13105	"0500000US13105"	10	.047619	.014579	44	1	1
"Georgia"	"Emanuel"	2002	"GA"	"ATL"	"12/6/2011"	"677"	"2"	"15"	"17"	0	1	1	0	0	0	"2"	440	690.1817	680.6038	9.577876	5532	3	0	0	3	1	139	0	121	0	13107	"0500000US13107"	4	.0330578	.0095584	44	1	1
"Georgia"	"Emanuel"	2006	"GA"	"ATL"	"12/6/2011"	"677"	"2"	"15"	"17"	0	1	1	0	0	0	"2"	440	690.1817	680.6038	9.577876	5532	3	0	0	0	1	140	1	65	0	13107	"0500000US13107"	2	.0307692	.0095584	44	1	0
"Georgia"	"Emanuel"	2010	"GA"	"ATL"	"12/6/2011"	"677"	"2"	"15"	"17"	0	1	1	0	0	0	"2"	440	690.1817	680.6038	9.577876	5532	3	0	0	0	4	135	3	65	0	13107	"0500000US13107"	7	.1076923	.0095584	44	1	1
"Georgia"	"Evans"	2002	"GA"	"ATL"	"12/6/2011"	"204"	"0"	"4"	"4"	0	0	0	0	0	0	"0"	441	186.8696	182.8528	4.016824	2637	3	0	0	5	1	185	0	107	0	13109	"0500000US13109"	6	.0560748	.0065455	44	1	1
"Georgia"	"Evans"	2006	"GA"	"ATL"	"12/6/2011"	"204"	"0"	"4"	"4"	0	0	0	0	0	0	"0"	441	186.8696	182.8528	4.016824	2637	3	0	0	0	5	179	1	65	0	13109	"0500000US13109"	6	.0923077	.0065455	44	1	0
"Georgia"	"Evans"	2010	"GA"	"ATL"	"12/6/2011"	"204"	"0"	"4"	"4"	0	0	0	0	0	0	"0"	441	186.8696	182.8528	4.016824	2637	3	0	0	0	5	179	1	65	0	13109	"0500000US13109"	6	.0923077	.0065455	44	1	1
"Georgia"	"Fayette"	2002	"GA"	"ATL"	"3/15/2011"	"5,533"	"30"	"189"	"219"	5	7	9	2	2	1	"26"	443	199.3217	194.3423	4.979446	31626	3	0	0	73	110	2445	7	1218	0	13113	"0500000US13113"	190	.1559934	.0223615	44	1	1
"Georgia"	"Fayette"	2006	"GA"	"ATL"	"3/15/2011"	"5,533"	"30"	"189"	"219"	5	7	9	2	2	1	"26"	443	199.3217	194.3423	4.979446	31626	3	0	0	0	286	2302	28	1285	0	13113	"0500000US13113"	314	.244358	.0223615	44	1	0
"Georgia"	"Fayette"	2010	"GA"	"ATL"	"3/15/2011"	"5,533"	"30"	"189"	"219"	5	7	9	2	2	1	"26"	443	199.3217	194.3423	4.979446	31626	3	0	0	0	366	2132	118	2453	0	13113	"0500000US13113"	484	.1973094	.0223615	44	1	1
"Georgia"	"Floyd"	2002	"GA"	"ATL"	"5/17/2011"	"8,115"	"29"	"133"	"162"	8	6	15	2	4	1	"36"	444	518.4651	509.9106	8.554509	22735	3	0	0	18	39	2099	4	1039	0	13115	"0500000US13115"	61	.0587103	.0176501	44	1	1
"Georgia"	"Floyd"	2006	"GA"	"ATL"	"5/17/2011"	"8,115"	"29"	"133"	"162"	8	6	15	2	4	1	"36"	444	518.4651	509.9106	8.554509	22735	3	0	0	3	79	2058	5	929	0	13115	"0500000US13115"	87	.0936491	.0176501	44	1	0
"Georgia"	"Floyd"	2010	"GA"	"ATL"	"5/17/2011"	"8,115"	"29"	"133"	"162"	8	6	15	2	4	1	"36"	444	518.4651	509.9106	8.554509	22735	3	0	0	0	77	2051	17	2196	0	13115	"0500000US13115"	94	.0428051	.0176501	44	1	1
"Georgia"	"Forsyth"	2002	"GA"	"ATL"	"12/14/2010"	"6,719"	"56"	"425"	"481"	14	9	28	2	9	3	"65"	445	247.1661	224.0207	23.14549	50876	3	0	0	58	118	5023	5	1145	0	13117	"0500000US13117"	181	.1580786	.0263744	44	1	1
"Georgia"	"Forsyth"	2006	"GA"	"ATL"	"12/14/2010"	"6,719"	"56"	"425"	"481"	14	9	28	2	9	3	"65"	445	247.1661	224.0207	23.14549	50876	3	0	0	0	351	4734	47	1711	0	13117	"0500000US13117"	398	.2326125	.0263744	44	1	0
"Georgia"	"Forsyth"	2010	"GA"	"ATL"	"12/14/2010"	"6,719"	"56"	"425"	"481"	14	9	28	2	9	3	"65"	445	247.1661	224.0207	23.14549	50876	3	0	0	0	520	4474	138	3870	0	13117	"0500000US13117"	658	.1700258	.0263744	44	1	1
"Georgia"	"Fulton"	2002	"GA"	"ATL"	"9/8/2010"	"108,293"	"711"	"3,621"	"4,332"	105	92	173	26	97	33	"526"	447	534.3247	526.6346	7.690138	202262	3	0	0	596	238	19656	6	12535	0	13121	"0500000US13121"	840	.0670124	.0282973	44	1	1
"Georgia"	"Fulton"	2006	"GA"	"ATL"	"9/8/2010"	"108,293"	"711"	"3,621"	"4,332"	105	92	173	26	97	33	"526"	447	534.3247	526.6346	7.690138	202262	3	0	0	7	1372	18724	132	15708	0	13121	"0500000US13121"	1511	.096193	.0282973	44	1	0
"Georgia"	"Fulton"	2010	"GA"	"ATL"	"9/8/2010"	"108,293"	"711"	"3,621"	"4,332"	105	92	173	26	97	33	"526"	447	534.3247	526.6346	7.690138	202262	3	0	0	0	2020	17904	311	16880	0	13121	"0500000US13121"	2331	.1380924	.0282973	44	1	1
"Georgia"	"Gilmer"	2002	"GA"	"ATL"	"12/6/2011"	"728"	"1"	"17"	"18"	0	0	0	0	0	0	"0"	448	431.2465	426.54	4.706469	8655	3	0	0	2	6	593	0	204	0	13123	"0500000US13123"	8	.0392157	.0188392	44	1	1
"Georgia"	"Gilmer"	2006	"GA"	"ATL"	"12/6/2011"	"728"	"1"	"17"	"18"	0	0	0	0	0	0	"0"	448	431.2465	426.54	4.706469	8655	3	0	0	0	19	572	2	390	0	13123	"0500000US13123"	21	.0538462	.0188392	44	1	0
"Georgia"	"Gilmer"	2010	"GA"	"ATL"	"12/6/2011"	"728"	"1"	"17"	"18"	0	0	0	0	0	0	"0"	448	431.2465	426.54	4.706469	8655	3	0	0	0	20	566	7	493	0	13123	"0500000US13123"	27	.0547667	.0188392	44	1	1
"Georgia"	"Glynn"	2002	"GA"	"ATL"	"3/15/2011"	"8,439"	"30"	"144"	"174"	4	9	13	2	2	0	"30"	450	585.2479	419.7531	165.4949	20177	3	0	0	14	27	1171	1	698	0	13127	"0500000US13127"	42	.0601719	.021287	44	1	1
"Georgia"	"Glynn"	2006	"GA"	"ATL"	"3/15/2011"	"8,439"	"30"	"144"	"174"	4	9	13	2	2	0	"30"	450	585.2479	419.7531	165.4949	20177	3	0	0	0	42	1138	12	717	0	13127	"0500000US13127"	54	.0753138	.021287	44	1	0
"Georgia"	"Glynn"	2010	"GA"	"ATL"	"3/15/2011"	"8,439"	"30"	"144"	"174"	4	9	13	2	2	0	"30"	450	585.2479	419.7531	165.4949	20177	3	0	0	0	77	1082	33	1377	0	13127	"0500000US13127"	110	.0798838	.021287	44	1	1
"Georgia"	"Gordon"	2002	"GA"	"ATL"	"7/19/2011"	"3,862"	"28"	"135"	"163"	10	2	3	0	1	1	"17"	451	358.0428	355.8082	2.234627	13197	3	0	0	3	22	2047	0	506	0	13129	"0500000US13129"	25	.0494071	.0224695	44	1	1
"Georgia"	"Gordon"	2006	"GA"	"ATL"	"7/19/2011"	"3,862"	"28"	"135"	"163"	10	2	3	0	1	1	"17"	451	358.0428	355.8082	2.234627	13197	3	0	0	0	59	1971	10	949	0	13129	"0500000US13129"	69	.0727081	.0224695	44	1	0
"Georgia"	"Gordon"	2010	"GA"	"ATL"	"7/19/2011"	"3,862"	"28"	"135"	"163"	10	2	3	0	1	1	"17"	451	358.0428	355.8082	2.234627	13197	3	0	0	0	93	1930	17	1410	0	13129	"0500000US13129"	110	.0780142	.0224695	44	1	1
"Georgia"	"Grady"	2002	"GA"	"ATL"	"6/21/2011"	"1,547"	"3"	"66"	"69"	1	8	5	0	0	1	"15"	452	460.2639	454.5269	5.737108	6312	3	0	0	1	3	324	0	202	0	13131	"0500000US13131"	4	.019802	.006837	44	1	1
"Georgia"	"Grady"	2006	"GA"	"ATL"	"6/21/2011"	"1,547"	"3"	"66"	"69"	1	8	5	0	0	1	"15"	452	460.2639	454.5269	5.737108	6312	3	0	0	0	7	313	1	158	0	13131	"0500000US13131"	8	.0506329	.006837	44	1	0
"Georgia"	"Grady"	2010	"GA"	"ATL"	"6/21/2011"	"1,547"	"3"	"66"	"69"	1	8	5	0	0	1	"15"	452	460.2639	454.5269	5.737108	6312	3	0	0	0	8	311	2	158	0	13131	"0500000US13131"	10	.0632911	.006837	44	1	1
"Georgia"	"Greene"	2002	"GA"	"ATL"	"12/6/2011"	"661"	"4"	"21"	"25"	0	0	0	0	0	0	"0"	453	406.2109	387.4355	18.77547	4825	3	0	0	1	0	148	0	59	0	13133	"0500000US13133"	1	.0169492	.0126923	44	1	1
"Georgia"	"Greene"	2006	"GA"	"ATL"	"12/6/2011"	"661"	"4"	"21"	"25"	0	0	0	0	0	0	"0"	453	406.2109	387.4355	18.77547	4825	3	0	0	0	9	137	1	185	0	13133	"0500000US13133"	10	.0540541	.0126923	44	1	0
"Georgia"	"Greene"	2010	"GA"	"ATL"	"12/6/2011"	"661"	"4"	"21"	"25"	0	0	0	0	0	0	"0"	453	406.2109	387.4355	18.77547	4825	3	0	0	0	10	134	3	185	0	13133	"0500000US13133"	13	.0702703	.0126923	44	1	1
"Georgia"	"Gwinnett"	2002	"GA"	"ATL"	"11/17/2009"	"84,963"	"1,382"	"9,069"	"10,451"	491	441	903	89	441	155	"2,520"	454	436.7753	430.3832	6.392158	189167	3	0	0	38	1429	48703	21	14198	0	13135	"0500000US13135"	1488	.1048035	.0547484	44	1	1
"Georgia"	"Gwinnett"	2006	"GA"	"ATL"	"11/17/2009"	"84,963"	"1,382"	"9,069"	"10,451"	491	441	903	89	441	155	"2,520"	454	436.7753	430.3832	6.392158	189167	3	0	0	5	2871	46776	182	21319	0	13135	"0500000US13135"	3058	.1434401	.0547484	44	1	0
"Georgia"	"Gwinnett"	2010	"GA"	"ATL"	"11/17/2009"	"84,963"	"1,382"	"9,069"	"10,451"	491	441	903	89	441	155	"2,520"	454	436.7753	430.3832	6.392158	189167	3	0	0	0	4509	44807	518	35098	0	13135	"0500000US13135"	5027	.1432275	.0547484	44	1	1
"Georgia"	"Habersham"	2002	"GA"	"ATL"	"6/14/2011"	"2,250"	"12"	"77"	"89"	2	3	0	0	3	2	"10"	455	279.0252	276.7395	2.285647	11596	3	0	0	3	7	1175	1	448	0	13137	"0500000US13137"	11	.0245536	.0233963	44	1	1
"Georgia"	"Habersham"	2006	"GA"	"ATL"	"6/14/2011"	"2,250"	"12"	"77"	"89"	2	3	0	0	3	2	"10"	455	279.0252	276.7395	2.285647	11596	3	0	0	0	19	1143	8	737	0	13137	"0500000US13137"	27	.036635	.0233963	44	1	0
"Georgia"	"Habersham"	2010	"GA"	"ATL"	"6/14/2011"	"2,250"	"12"	"77"	"89"	2	3	0	0	3	2	"10"	455	279.0252	276.7395	2.285647	11596	3	0	0	0	23	1142	5	1052	0	13137	"0500000US13137"	28	.026616	.0233963	44	1	1
"Georgia"	"Hall"	2002	"GA"	"ATL"	"10/13/2010"	"15,223"	"200"	"775"	"975"	58	41	66	7	30	26	"228"	456	429.2947	392.7818	36.51294	42079	3	0	0	39	157	12120	3	3516	0	13139	"0500000US13139"	199	.0565984	.0669119	44	1	1
"Georgia"	"Hall"	2006	"GA"	"ATL"	"10/13/2010"	"15,223"	"200"	"775"	"975"	58	41	66	7	30	26	"228"	456	429.2947	392.7818	36.51294	42079	3	0	0	0	459	11642	50	5699	0	13139	"0500000US13139"	509	.0893139	.0669119	44	1	0
"Georgia"	"Hall"	2010	"GA"	"ATL"	"10/13/2010"	"15,223"	"200"	"775"	"975"	58	41	66	7	30	26	"228"	456	429.2947	392.7818	36.51294	42079	3	0	0	0	624	11418	109	10202	0	13139	"0500000US13139"	733	.0718487	.0669119	44	1	1
"Georgia"	"Henry"	2002	"GA"	"ATL"	"1/19/2011"	"14,465"	"76"	"400"	"476"	15	20	19	0	3	2	"59"	462	326.5467	322.1268	4.419913	54139	3	0	0	71	136	4729	0	1289	0	13151	"0500000US13151"	207	.1605896	.0263287	44	1	1
"Georgia"	"Henry"	2006	"GA"	"ATL"	"1/19/2011"	"14,465"	"76"	"400"	"476"	15	20	19	0	3	2	"59"	462	326.5467	322.1268	4.419913	54139	3	0	0	0	352	4467	57	2016	0	13151	"0500000US13151"	409	.202877	.0263287	44	1	0
"Georgia"	"Henry"	2010	"GA"	"ATL"	"1/19/2011"	"14,465"	"76"	"400"	"476"	15	20	19	0	3	2	"59"	462	326.5467	322.1268	4.419913	54139	3	0	0	0	475	4218	183	4407	0	13151	"0500000US13151"	658	.1493079	.0263287	44	1	1
"Georgia"	"Houston"	2002	"GA"	"ATL"	"3/22/2011"	"14,233"	"53"	"197"	"250"	8	18	20	1	5	1	"53"	463	379.9209	375.5406	4.380261	35364	3	0	0	149	9	2774	5	1567	0	13153	"0500000US13153"	163	.1040204	.0198142	44	1	1
"Georgia"	"Houston"	2006	"GA"	"ATL"	"3/22/2011"	"14,233"	"53"	"197"	"250"	8	18	20	1	5	1	"53"	463	379.9209	375.5406	4.380261	35364	3	0	0	0	232	2633	23	1896	0	13153	"0500000US13153"	255	.1344937	.0198142	44	1	0
"Georgia"	"Houston"	2010	"GA"	"ATL"	"3/22/2011"	"14,233"	"53"	"197"	"250"	8	18	20	1	5	1	"53"	463	379.9209	375.5406	4.380261	35364	3	0	0	0	311	2487	90	2496	0	13153	"0500000US13153"	401	.160657	.0198142	44	1	1
"Georgia"	"Jackson"	2002	"GA"	"ATL"	"6/14/2011"	"3,738"	"11"	"98"	"109"	2	4	5	1	3	1	"16"	465	343.0993	339.6629	3.436385	16429	3	0	0	7	25	1160	0	286	0	13157	"0500000US13157"	32	.1118881	.0239564	44	1	1
"Georgia"	"Jackson"	2006	"GA"	"ATL"	"6/14/2011"	"3,738"	"11"	"98"	"109"	2	4	5	1	3	1	"16"	465	343.0993	339.6629	3.436385	16429	3	0	0	0	57	1090	13	431	0	13157	"0500000US13157"	70	.162413	.0239564	44	1	0
"Georgia"	"Jackson"	2010	"GA"	"ATL"	"6/14/2011"	"3,738"	"11"	"98"	"109"	2	4	5	1	3	1	"16"	465	343.0993	339.6629	3.436385	16429	3	0	0	0	109	1021	30	1574	0	13157	"0500000US13157"	139	.08831	.0239564	44	1	1
"Georgia"	"Jeff Davis"	2002	"GA"	"ATL"	"6/21/2011"	"1,063"	"2"	"29"	"31"	2	1	3	0	1	0	"7"	467	335.398	330.7402	4.657859	3970	3	0	0	1	3	282	0	92	0	13161	"0500000US13161"	4	.0434783	.0297319	44	1	1
"Georgia"	"Jeff Davis"	2006	"GA"	"ATL"	"6/21/2011"	"1,063"	"2"	"29"	"31"	2	1	3	0	1	0	"7"	467	335.398	330.7402	4.657859	3970	3	0	0	0	6	281	1	275	0	13161	"0500000US13161"	7	.0254545	.0297319	44	1	0
"Georgia"	"Jeff Davis"	2010	"GA"	"ATL"	"6/21/2011"	"1,063"	"2"	"29"	"31"	2	1	3	0	1	0	"7"	467	335.398	330.7402	4.657859	3970	3	0	0	0	17	268	3	275	0	13161	"0500000US13161"	20	.0727273	.0297319	44	1	1
"Georgia"	"Laurens"	2002	"GA"	"ATL"	"12/6/2011"	"2,469"	"1"	"26"	"27"	0	0	0	1	1	0	"2"	474	818.4704	807.2957	11.17468	12318	3	0	0	9	2	280	0	238	0	13175	"0500000US13175"	11	.0462185	.007185	44	1	1
"Georgia"	"Laurens"	2006	"GA"	"ATL"	"12/6/2011"	"2,469"	"1"	"26"	"27"	0	0	0	1	1	0	"2"	474	818.4704	807.2957	11.17468	12318	3	0	0	0	18	263	2	430	0	13175	"0500000US13175"	20	.0465116	.007185	44	1	0
"Georgia"	"Laurens"	2010	"GA"	"ATL"	"12/6/2011"	"2,469"	"1"	"26"	"27"	0	0	0	1	1	0	"2"	474	818.4704	807.2957	11.17468	12318	3	0	0	0	30	240	13	430	0	13175	"0500000US13175"	43	.1	.007185	44	1	1
"Georgia"	"Lee"	2002	"GA"	"ATL"	"12/6/2011"	"1,105"	"2"	"8"	"10"	0	1	1	0	0	0	"2"	475	361.7328	355.7838	5.949028	7409	3	0	0	5	8	212	0	207	0	13177	"0500000US13177"	13	.0628019	.0114849	44	1	1
"Georgia"	"Lee"	2006	"GA"	"ATL"	"12/6/2011"	"1,105"	"2"	"8"	"10"	0	1	1	0	0	0	"2"	475	361.7328	355.7838	5.949028	7409	3	0	0	0	16	203	6	297	0	13177	"0500000US13177"	22	.0740741	.0114849	44	1	0
"Georgia"	"Lee"	2010	"GA"	"ATL"	"12/6/2011"	"1,105"	"2"	"8"	"10"	0	1	1	0	0	0	"2"	475	361.7328	355.7838	5.949028	7409	3	0	0	0	28	193	4	297	0	13177	"0500000US13177"	32	.1077441	.0114849	44	1	1
"Georgia"	"Liberty"	2002	"GA"	"ATL"	"12/6/2011"	"2,056"	"5"	"15"	"20"	0	1	0	0	0	0	"1"	476	602.5275	489.801	112.7264	12018	3	0	0	29	53	3067	0	2462	0	13179	"0500000US13179"	82	.0333063	.0578854	44	1	1
"Georgia"	"Liberty"	2006	"GA"	"ATL"	"12/6/2011"	"2,056"	"5"	"15"	"20"	0	1	0	0	0	0	"1"	476	602.5275	489.801	112.7264	12018	3	0	0	0	109	2965	12	2141	0	13179	"0500000US13179"	121	.0565156	.0578854	44	1	0
"Georgia"	"Liberty"	2010	"GA"	"ATL"	"12/6/2011"	"2,056"	"5"	"15"	"20"	0	1	0	0	0	0	"1"	476	602.5275	489.801	112.7264	12018	3	0	0	0	129	2880	77	3451	0	13179	"0500000US13179"	206	.0596928	.0578854	44	1	1
"Georgia"	"Long"	2002	"GA"	"ATL"	"12/6/2011"	"431"	"1"	"6"	"7"	0	0	0	0	0	0	"0"	478	403.8133	400.2935	3.519861	3254	3	0	0	4	4	418	0	233	0	13183	"0500000US13183"	8	.0343348	.0314574	44	1	1
"Georgia"	"Long"	2006	"GA"	"ATL"	"12/6/2011"	"431"	"1"	"6"	"7"	0	0	0	0	0	0	"0"	478	403.8133	400.2935	3.519861	3254	3	0	0	0	18	403	0	527	0	13183	"0500000US13183"	18	.0341556	.0314574	44	1	0
"Georgia"	"Long"	2010	"GA"	"ATL"	"12/6/2011"	"431"	"1"	"6"	"7"	0	0	0	0	0	0	"0"	478	403.8133	400.2935	3.519861	3254	3	0	0	0	14	402	5	527	0	13183	"0500000US13183"	19	.0360531	.0314574	44	1	1
"Georgia"	"Lowndes"	2002	"GA"	"ATL"	"4/5/2011"	"13,134"	"40"	"218"	"258"	5	13	25	0	6	2	"51"	479	510.5754	496.0662	14.50924	22448	3	0	0	12	27	1494	1	1155	0	13185	"0500000US13185"	40	.034632	.0314465	44	1	1
"Georgia"	"Lowndes"	2006	"GA"	"ATL"	"4/5/2011"	"13,134"	"40"	"218"	"258"	5	13	25	0	6	2	"51"	479	510.5754	496.0662	14.50924	22448	3	0	0	0	53	1419	19	742	0	13185	"0500000US13185"	72	.097035	.0314465	44	1	0
"Georgia"	"Lowndes"	2010	"GA"	"ATL"	"4/5/2011"	"13,134"	"40"	"218"	"258"	5	13	25	0	6	2	"51"	479	510.5754	496.0662	14.50924	22448	3	0	0	0	99	1363	29	2023	0	13185	"0500000US13185"	128	.0632724	.0314465	44	1	1
"Georgia"	"Lumpkin"	2002	"GA"	"ATL"	"12/6/2011"	"677"	"0"	"16"	"16"	0	1	0	0	0	0	"1"	480	284.1969	282.933	1.263858	7728	3	0	0	7	4	364	0	141	0	13187	"0500000US13187"	11	.0780142	.0154842	44	1	1
"Georgia"	"Lumpkin"	2006	"GA"	"ATL"	"12/6/2011"	"677"	"0"	"16"	"16"	0	1	0	0	0	0	"1"	480	284.1969	282.933	1.263858	7728	3	0	0	0	22	341	2	283	0	13187	"0500000US13187"	24	.0848057	.0154842	44	1	0
"Georgia"	"Lumpkin"	2010	"GA"	"ATL"	"12/6/2011"	"677"	"0"	"16"	"16"	0	1	0	0	0	0	"1"	480	284.1969	282.933	1.263858	7728	3	0	0	0	32	324	9	382	0	13187	"0500000US13187"	41	.1073298	.0154842	44	1	1
"Georgia"	"Macon"	2002	"GA"	"ATL"	"12/6/2011"	"168"	"0"	"3"	"3"	0	0	0	0	0	0	"0"	481	405.9915	400.6405	5.351051	3286	3	0	0	3	0	65	0	45	0	13193	"0500000US13193"	3	.0666667	.0084125	44	1	1
"Georgia"	"Macon"	2006	"GA"	"ATL"	"12/6/2011"	"168"	"0"	"3"	"3"	0	0	0	0	0	0	"0"	481	405.9915	400.6405	5.351051	3286	3	0	0	0	2	66	0	62	0	13193	"0500000US13193"	2	.0322581	.0084125	44	1	0
"Georgia"	"Macon"	2010	"GA"	"ATL"	"12/6/2011"	"168"	"0"	"3"	"3"	0	0	0	0	0	0	"0"	481	405.9915	400.6405	5.351051	3286	3	0	0	0	1	67	0	62	0	13193	"0500000US13193"	1	.016129	.0084125	44	1	1
"Georgia"	"Madison"	2002	"GA"	"ATL"	"12/6/2011"	"1,427"	"2"	"14"	"16"	0	0	0	0	0	0	"0"	482	285.5878	282.3109	3.276938	8122	3	0	0	8	10	245	0	96	0	13195	"0500000US13195"	18	.1875	.0116643	44	1	1
"Georgia"	"Madison"	2006	"GA"	"ATL"	"12/6/2011"	"1,427"	"2"	"14"	"16"	0	0	0	0	0	0	"0"	482	285.5878	282.3109	3.276938	8122	3	0	0	0	15	246	0	187	0	13195	"0500000US13195"	15	.0802139	.0116643	44	1	0
"Georgia"	"Madison"	2010	"GA"	"ATL"	"12/6/2011"	"1,427"	"2"	"14"	"16"	0	0	0	0	0	0	"0"	482	285.5878	282.3109	3.276938	8122	3	0	0	0	17	241	3	187	0	13195	"0500000US13195"	20	.1069519	.0116643	44	1	1
"Georgia"	"Marion"	2002	"GA"	"ATL"	"12/6/2011"	"113"	"0"	"1"	"1"	0	0	0	0	0	0	"0"	483	367.4803	366.0033	1.477004	2517	3	0	0	7	0	107	0	64	0	13197	"0500000US13197"	7	.109375	.0129261	44	1	1
"Georgia"	"Marion"	2006	"GA"	"ATL"	"12/6/2011"	"113"	"0"	"1"	"1"	0	0	0	0	0	0	"0"	483	367.4803	366.0033	1.477004	2517	3	0	0	0	2	112	0	119	0	13197	"0500000US13197"	2	.0168067	.0129261	44	1	0
"Georgia"	"Marion"	2010	"GA"	"ATL"	"12/6/2011"	"113"	"0"	"1"	"1"	0	0	0	0	0	0	"0"	483	367.4803	366.0033	1.477004	2517	3	0	0	0	8	101	5	119	0	13197	"0500000US13197"	13	.1092437	.0129261	44	1	1
"Georgia"	"Mitchell"	2002	"GA"	"ATL"	"12/6/2011"	"1,055"	"2"	"6"	"8"	0	0	1	0	0	0	"1"	488	513.8238	512.0847	1.739069	5421	3	0	0	0	2	182	0	108	0	13205	"0500000US13205"	2	.0185185	.0136607	44	1	1
"Georgia"	"Mitchell"	2006	"GA"	"ATL"	"12/6/2011"	"1,055"	"2"	"6"	"8"	0	0	1	0	0	0	"1"	488	513.8238	512.0847	1.739069	5421	3	0	0	0	2	176	1	250	0	13205	"0500000US13205"	3	.012	.0136607	44	1	0
"Georgia"	"Mitchell"	2010	"GA"	"ATL"	"12/6/2011"	"1,055"	"2"	"6"	"8"	0	0	1	0	0	0	"1"	488	513.8238	512.0847	1.739069	5421	3	0	0	0	5	172	2	250	0	13205	"0500000US13205"	7	.028	.0136607	44	1	1
"Georgia"	"Murray"	2002	"GA"	"ATL"	"7/19/2011"	"2,235"	"10"	"44"	"54"	1	0	2	1	0	0	"4"	492	346.6625	344.4663	2.19618	9969	3	0	0	3	9	1632	0	478	0	13213	"0500000US13213"	12	.0251046	.0344201	44	1	1
"Georgia"	"Murray"	2006	"GA"	"ATL"	"7/19/2011"	"2,235"	"10"	"44"	"54"	1	0	2	1	0	0	"4"	492	346.6625	344.4663	2.19618	9969	3	0	0	0	41	1592	2	1018	0	13213	"0500000US13213"	43	.0422397	.0344201	44	1	0
"Georgia"	"Murray"	2010	"GA"	"ATL"	"7/19/2011"	"2,235"	"10"	"44"	"54"	1	0	2	1	0	0	"4"	492	346.6625	344.4663	2.19618	9969	3	0	0	0	62	1564	9	1178	0	13213	"0500000US13213"	71	.0602716	.0344201	44	1	1
"Georgia"	"Muscogee"	2002	"GA"	"ATL"	"9/8/2010"	"24,596"	"49"	"186"	"235"	6	18	30	1	5	1	"61"	493	221.0065	216.3853	4.621157	38584	3	0	0	77	128	4760	4	4229	0	13215	"0500000US13215"	209	.0494207	.0328989	44	1	1
"Georgia"	"Muscogee"	2006	"GA"	"ATL"	"9/8/2010"	"24,596"	"49"	"186"	"235"	6	18	30	1	5	1	"61"	493	221.0065	216.3853	4.621157	38584	3	0	0	6	336	4512	31	3195	0	13215	"0500000US13215"	373	.1167449	.0328989	44	1	0
"Georgia"	"Muscogee"	2010	"GA"	"ATL"	"9/8/2010"	"24,596"	"49"	"186"	"235"	6	18	30	1	5	1	"61"	493	221.0065	216.3853	4.621157	38584	3	0	0	0	398	4373	114	6285	0	13215	"0500000US13215"	512	.0814638	.0328989	44	1	1
"Georgia"	"Newton"	2002	"GA"	"ATL"	"2/15/2011"	"5,885"	"28"	"69"	"97"	1	5	3	1	2	0	"12"	494	279.1979	272.1613	7.036622	25836	3	0	0	16	29	1409	0	449	0	13217	"0500000US13217"	45	.1002227	.0136057	44	1	1
"Georgia"	"Newton"	2006	"GA"	"ATL"	"2/15/2011"	"5,885"	"28"	"69"	"97"	1	5	3	1	2	0	"12"	494	279.1979	272.1613	7.036622	25836	3	0	0	0	90	1330	4	1000	0	13217	"0500000US13217"	94	.094	.0136057	44	1	0
"Georgia"	"Newton"	2010	"GA"	"ATL"	"2/15/2011"	"5,885"	"28"	"69"	"97"	1	5	3	1	2	0	"12"	494	279.1979	272.1613	7.036622	25836	3	0	0	0	144	1240	40	1589	0	13217	"0500000US13217"	184	.1157961	.0136057	44	1	1
"Georgia"	"Oconee"	2002	"GA"	"ATL"	"12/6/2011"	"761"	"1"	"18"	"19"	1	0	0	0	2	0	"3"	495	186.3721	184.2897	2.082319	9418	3	0	0	15	22	406	2	315	0	13219	"0500000US13219"	39	.1238095	.0214582	44	1	1
"Georgia"	"Oconee"	2006	"GA"	"ATL"	"12/6/2011"	"761"	"1"	"18"	"19"	1	0	0	0	2	0	"3"	495	186.3721	184.2897	2.082319	9418	3	0	0	0	53	383	7	210	0	13219	"0500000US13219"	60	.2857143	.0214582	44	1	0
"Georgia"	"Oconee"	2010	"GA"	"ATL"	"12/6/2011"	"761"	"1"	"18"	"19"	1	0	0	0	2	0	"3"	495	186.3721	184.2897	2.082319	9418	3	0	0	0	82	344	17	430	0	13219	"0500000US13219"	99	.2302326	.0214582	44	1	1
"Georgia"	"Paulding"	2002	"GA"	"ATL"	"4/12/2011"	"4,880"	"24"	"80"	"104"	2	3	5	0	3	0	"13"	497	314.3417	312.2189	2.122827	39579	3	0	0	14	86	2705	1	537	0	13223	"0500000US13223"	101	.1880819	.0226174	44	1	1
