"","state","abbrev","county","State","stateid","GEOid2","GEOid","constreat"
"727","Indiana","IN","Hendricks","IN",22,18063,"0500000US18063",0
"728","Indiana","IN","Dubois","IN",22,18037,"0500000US18037",0
"729","Indiana","IN","Parke","IN",22,18121,"0500000US18121",0
"730","Indiana","IN","Boone","IN",22,18011,"0500000US18011",0
"731","Indiana","IN","Brown","IN",22,18013,"0500000US18013",0
"732","Indiana","IN","Jackson","IN",22,18071,"0500000US18071",0
"733","Indiana","IN","Jasper","IN",22,18073,"0500000US18073",0
"734","Indiana","IN","Jay","IN",22,18075,"0500000US18075",0
"735","Indiana","IN","Posey","IN",22,18129,"0500000US18129",0
"736","Indiana","IN","Pulaski","IN",22,18131,"0500000US18131",0
"737","Indiana","IN","Putnam","IN",22,18133,"0500000US18133",0
"738","Indiana","IN","Randolph","IN",22,18135,"0500000US18135",0
"739","Indiana","IN","Decatur","IN",22,18031,"0500000US18031",0
"740","Indiana","IN","Delaware","IN",22,18035,"0500000US18035",0
"741","Indiana","IN","Scott","IN",22,18143,"0500000US18143",0
"742","Indiana","IN","LaGrange","IN",22,18087,"0500000US18087",0
"743","Indiana","IN","Elkhart","IN",22,18039,"0500000US18039",0
"744","Indiana","IN","Lake","IN",22,18089,"0500000US18089",0
"745","Indiana","IN","Marion","IN",22,18097,"0500000US18097",0
"746","Indiana","IN","Marshall","IN",22,18099,"0500000US18099",0
"747","Indiana","IN","Martin","IN",22,18101,"0500000US18101",0
"748","Indiana","IN","Miami","IN",22,18103,"0500000US18103",0
"749","Indiana","IN","Monroe","IN",22,18105,"0500000US18105",0
"750","Indiana","IN","Montgomery","IN",22,18107,"0500000US18107",0
"751","Indiana","IN","Morgan","IN",22,18109,"0500000US18109",0
"752","Indiana","IN","Ripley","IN",22,18137,"0500000US18137",0
"753","Indiana","IN","Rush","IN",22,18139,"0500000US18139",0
"754","Indiana","IN","Kosciusko","IN",22,18085,"0500000US18085",0
"755","Indiana","IN","Vanderburgh","IN",22,18163,"0500000US18163",0
"756","Indiana","IN","LaPorte","IN",22,18091,"0500000US18091",0
"757","Indiana","IN","Vigo","IN",22,18167,"0500000US18167",0
"758","Indiana","IN","Lawrence","IN",22,18093,"0500000US18093",0
"759","Indiana","IN","Madison","IN",22,18095,"0500000US18095",0
"760","Indiana","IN","Starke","IN",22,18149,"0500000US18149",0
"761","Indiana","IN","Steuben","IN",22,18151,"0500000US18151",0
"762","Indiana","IN","Jefferson","IN",22,18077,"0500000US18077",0
"763","Indiana","IN","Jennings","IN",22,18079,"0500000US18079",0
"764","Indiana","IN","Johnson","IN",22,18081,"0500000US18081",0
"765","Indiana","IN","Whitley","IN",22,18183,"0500000US18183",0
"766","Indiana","IN","Tipton","IN",22,18159,"0500000US18159",0
"767","Indiana","IN","Knox","IN",22,18083,"0500000US18083",0
"768","Indiana","IN","Union","IN",22,18161,"0500000US18161",0
"769","Indiana","IN","Vermillion","IN",22,18165,"0500000US18165",0
"770","Indiana","IN","Allen","IN",22,18003,"0500000US18003",0
"771","Indiana","IN","Wabash","IN",22,18169,"0500000US18169",0
"772","Indiana","IN","Warren","IN",22,18171,"0500000US18171",0
"773","Indiana","IN","Blackford","IN",22,18009,"0500000US18009",0
"774","Indiana","IN","Warrick","IN",22,18173,"0500000US18173",0
"775","Indiana","IN","Clay","IN",22,18021,"0500000US18021",0
"776","Indiana","IN","Clinton","IN",22,18023,"0500000US18023",0
"777","Indiana","IN","Wells","IN",22,18179,"0500000US18179",0
"778","Indiana","IN","White","IN",22,18181,"0500000US18181",0
"779","Indiana","IN","Tippecanoe","IN",22,18157,"0500000US18157",0
"780","Indiana","IN","Bartholomew","IN",22,18005,"0500000US18005",0
"781","Indiana","IN","Benton","IN",22,18007,"0500000US18007",0
"782","Indiana","IN","Adams","IN",22,18001,"0500000US18001",0
"783","Indiana","IN","Wayne","IN",22,18177,"0500000US18177",0
"784","Indiana","IN","Sullivan","IN",22,18153,"0500000US18153",0
"785","Indiana","IN","Switzerland","IN",22,18155,"0500000US18155",0
"786","Indiana","IN","Washington","IN",22,18175,"0500000US18175",0
"787","Iowa","IA","Taylor","IA",31,19173,"0500000US19173",0
"788","Iowa","IA","Tama","IA",31,19171,"0500000US19171",0
"789","Iowa","IA","Jones","IA",31,19105,"0500000US19105",0
"790","Iowa","IA","Mahaska","IA",31,19123,"0500000US19123",0
"791","Iowa","IA","Marshall","IA",31,19127,"0500000US19127",0
"792","Iowa","IA","Linn","IA",31,19113,"0500000US19113",0
"793","Iowa","IA","Louisa","IA",31,19115,"0500000US19115",0
"794","Iowa","IA","Jefferson","IA",31,19101,"0500000US19101",0
"795","Iowa","IA","Johnson","IA",31,19103,"0500000US19103",0
"796","Iowa","IA","Wapello","IA",31,19179,"0500000US19179",0
"797","Iowa","IA","Warren","IA",31,19181,"0500000US19181",0
"798","Iowa","IA","Union","IA",31,19175,"0500000US19175",0
"799","Iowa","IA","Marion","IA",31,19125,"0500000US19125",0
"800","Iowa","IA","Washington","IA",31,19183,"0500000US19183",0
"801","Iowa","IA","Wayne","IA",31,19185,"0500000US19185",0
"802","Iowa","IA","Jasper","IA",31,19099,"0500000US19099",0
"803","Iowa","IA","Fremont","IA",31,19071,"0500000US19071",0
"804","Iowa","IA","Lee","IA",31,19111,"0500000US19111",0
"805","Iowa","IA","Story","IA",31,19169,"0500000US19169",0
"806","Iowa","IA","Henry","IA",31,19087,"0500000US19087",0
"807","Iowa","IA","Lucas","IA",31,19117,"0500000US19117",0
"808","Iowa","IA","Lyon","IA",31,19119,"0500000US19119",0
"809","Iowa","IA","Madison","IA",31,19121,"0500000US19121",0
"810","Iowa","IA","Clay","IA",31,19041,"0500000US19041",0
"811","Iowa","IA","Clayton","IA",31,19043,"0500000US19043",0
"812","Iowa","IA","Bremer","IA",31,19017,"0500000US19017",0
"813","Iowa","IA","Clinton","IA",31,19045,"0500000US19045",0
"814","Iowa","IA","Mills","IA",31,19129,"0500000US19129",0
"815","Iowa","IA","Keokuk","IA",31,19107,"0500000US19107",0
"816","Iowa","IA","Kossuth","IA",31,19109,"0500000US19109",0
"817","Iowa","IA","Winneshiek","IA",31,19191,"0500000US19191",0
"818","Iowa","IA","Woodbury","IA",31,19193,"0500000US19193",0
"819","Iowa","IA","Worth","IA",31,19195,"0500000US19195",0
"820","Iowa","IA","Howard","IA",31,19089,"0500000US19089",0
"821","Iowa","IA","Humboldt","IA",31,19091,"0500000US19091",0
"822","Iowa","IA","Van Buren","IA",31,19177,"0500000US19177",0
"823","Iowa","IA","Iowa","IA",31,19095,"0500000US19095",0
"824","Iowa","IA","Jackson","IA",31,19097,"0500000US19097",0
"825","Iowa","IA","Franklin","IA",31,19069,"0500000US19069",0
"826","Iowa","IA","Pottawattamie","IA",31,19155,"0500000US19155",0
"827","Iowa","IA","Greene","IA",31,19073,"0500000US19073",0
"828","Iowa","IA","Webster","IA",31,19187,"0500000US19187",0
"829","Iowa","IA","Winnebago","IA",31,19189,"0500000US19189",0
"830","Iowa","IA","Hancock","IA",31,19081,"0500000US19081",0
"831","Iowa","IA","Hardin","IA",31,19083,"0500000US19083",0
"832","Iowa","IA","Harrison","IA",31,19085,"0500000US19085",0
"833","Iowa","IA","Wright","IA",31,19197,"0500000US19197",0
"834","Iowa","IA","Cherokee","IA",31,19035,"0500000US19035",0
"835","Iowa","IA","Chickasaw","IA",31,19037,"0500000US19037",0
"836","Iowa","IA","Clarke","IA",31,19039,"0500000US19039",0
"837","Iowa","IA","Audubon","IA",31,19009,"0500000US19009",0
"838","Iowa","IA","Benton","IA",31,19011,"0500000US19011",0
"839","Iowa","IA","Black Hawk","IA",31,19013,"0500000US19013",0
"840","Iowa","IA","Buchanan","IA",31,19019,"0500000US19019",0
"841","Iowa","IA","Buena Vista","IA",31,19021,"0500000US19021",0
"842","Iowa","IA","Butler","IA",31,19023,"0500000US19023",0
"843","Iowa","IA","Calhoun","IA",31,19025,"0500000US19025",0
"844","Iowa","IA","Carroll","IA",31,19027,"0500000US19027",0
"845","Iowa","IA","Cass","IA",31,19029,"0500000US19029",0
"846","Iowa","IA","Adair","IA",31,19001,"0500000US19001",0
"847","Iowa","IA","Adams","IA",31,19003,"0500000US19003",0
"848","Iowa","IA","Allamakee","IA",31,19005,"0500000US19005",0
"849","Iowa","IA","Ida","IA",31,19093,"0500000US19093",0
"850","Iowa","IA","Osceola","IA",31,19143,"0500000US19143",0
"851","Iowa","IA","Appanoose","IA",31,19007,"0500000US19007",0
"852","Iowa","IA","Floyd","IA",31,19067,"0500000US19067",0
"853","Iowa","IA","Pocahontas","IA",31,19151,"0500000US19151",0
"854","Iowa","IA","Crawford","IA",31,19047,"0500000US19047",0
"855","Iowa","IA","Mitchell","IA",31,19131,"0500000US19131",0
"856","Iowa","IA","Monona","IA",31,19133,"0500000US19133",0
"857","Iowa","IA","Monroe","IA",31,19135,"0500000US19135",0
"858","Iowa","IA","Montgomery","IA",31,19137,"0500000US19137",0
"859","Iowa","IA","Cedar","IA",31,19031,"0500000US19031",0
"860","Iowa","IA","Cerro Gordo","IA",31,19033,"0500000US19033",0
"861","Iowa","IA","Muscatine","IA",31,19139,"0500000US19139",0
"862","Iowa","IA","O'Brien","IA",31,19141,"0500000US19141",0
"863","Iowa","IA","Des Moines","IA",31,19057,"0500000US19057",0
"864","Iowa","IA","Page","IA",31,19145,"0500000US19145",0
"865","Iowa","IA","Palo Alto","IA",31,19147,"0500000US19147",0
"866","Iowa","IA","Plymouth","IA",31,19149,"0500000US19149",0
"867","Iowa","IA","Poweshiek","IA",31,19157,"0500000US19157",0
"868","Iowa","IA","Ringgold","IA",31,19159,"0500000US19159",0
"869","Iowa","IA","Sac","IA",31,19161,"0500000US19161",0
"870","Iowa","IA","Scott","IA",31,19163,"0500000US19163",0
"871","Iowa","IA","Shelby","IA",31,19165,"0500000US19165",0
"872","Iowa","IA","Sioux","IA",31,19167,"0500000US19167",0
"873","Iowa","IA","Decatur","IA",31,19053,"0500000US19053",0
"874","Iowa","IA","Dubuque","IA",31,19061,"0500000US19061",0
"875","Iowa","IA","Delaware","IA",31,19055,"0500000US19055",0
"876","Iowa","IA","Boone","IA",31,19015,"0500000US19015",0
"877","Iowa","IA","Dickinson","IA",31,19059,"0500000US19059",0
"878","Iowa","IA","Hamilton","IA",31,19079,"0500000US19079",0
"879","Iowa","IA","Emmet","IA",31,19063,"0500000US19063",0
"880","Iowa","IA","Dallas","IA",31,19049,"0500000US19049",0
"881","Iowa","IA","Polk","IA",31,19153,"0500000US19153",0
"882","Iowa","IA","Grundy","IA",31,19075,"0500000US19075",0
"883","Iowa","IA","Davis","IA",31,19051,"0500000US19051",0
"884","Iowa","IA","Fayette","IA",31,19065,"0500000US19065",0
"885","Iowa","IA","Guthrie","IA",31,19077,"0500000US19077",0
"886","Kansas","KS","Allen","KS",32,20001,"0500000US20001",0
"887","Kansas","KS","Russell","KS",32,20167,"0500000US20167",0
"888","Kansas","KS","Phillips","KS",32,20147,"0500000US20147",0
"889","Kansas","KS","Nemaha","KS",32,20131,"0500000US20131",0
"890","Kansas","KS","Anderson","KS",32,20003,"0500000US20003",0
"891","Kansas","KS","Wyandotte","KS",32,20209,"0500000US20209",0
"892","Kansas","KS","Barton","KS",32,20009,"0500000US20009",0
"893","Kansas","KS","Scott","KS",32,20171,"0500000US20171",0
"894","Kansas","KS","Saline","KS",32,20169,"0500000US20169",0
"895","Kansas","KS","Sedgwick","KS",32,20173,"0500000US20173",0
"896","Kansas","KS","Pottawatomie","KS",32,20149,"0500000US20149",0
"897","Kansas","KS","Atchison","KS",32,20005,"0500000US20005",0
"898","Kansas","KS","Pawnee","KS",32,20145,"0500000US20145",0
"899","Kansas","KS","Reno","KS",32,20155,"0500000US20155",0
"900","Kansas","KS","Republic","KS",32,20157,"0500000US20157",0
"901","Kansas","KS","Neosho","KS",32,20133,"0500000US20133",0
"902","Kansas","KS","Ness","KS",32,20135,"0500000US20135",0
"903","Kansas","KS","Barber","KS",32,20007,"0500000US20007",0
"904","Kansas","KS","Osage","KS",32,20139,"0500000US20139",0
"905","Kansas","KS","Osborne","KS",32,20141,"0500000US20141",0
"906","Kansas","KS","Jefferson","KS",32,20087,"0500000US20087",0
"907","Kansas","KS","Jewell","KS",32,20089,"0500000US20089",0
"908","Kansas","KS","Miami","KS",32,20121,"0500000US20121",0
"909","Kansas","KS","Seward","KS",32,20175,"0500000US20175",0
"910","Kansas","KS","Pratt","KS",32,20151,"0500000US20151",0
"911","Kansas","KS","Rawlins","KS",32,20153,"0500000US20153",0
"912","Kansas","KS","Morris","KS",32,20127,"0500000US20127",0
"913","Kansas","KS","Morton","KS",32,20129,"0500000US20129",0
"914","Kansas","KS","Rice","KS",32,20159,"0500000US20159",0
"915","Kansas","KS","Riley","KS",32,20161,"0500000US20161",0
"916","Kansas","KS","Rooks","KS",32,20163,"0500000US20163",0
"917","Kansas","KS","Rush","KS",32,20165,"0500000US20165",0
"918","Kansas","KS","Jackson","KS",32,20085,"0500000US20085",0
"919","Kansas","KS","McPherson","KS",32,20113,"0500000US20113",0
"920","Kansas","KS","Ottawa","KS",32,20143,"0500000US20143",0
"921","Kansas","KS","Gove","KS",32,20063,"0500000US20063",0
"922","Kansas","KS","Graham","KS",32,20065,"0500000US20065",0
"923","Kansas","KS","Grant","KS",32,20067,"0500000US20067",0
"924","Kansas","KS","Gray","KS",32,20069,"0500000US20069",0
"925","Kansas","KS","Greeley","KS",32,20071,"0500000US20071",0
"926","Kansas","KS","Greenwood","KS",32,20073,"0500000US20073",0
"927","Kansas","KS","Edwards","KS",32,20047,"0500000US20047",0
"928","Kansas","KS","Elk","KS",32,20049,"0500000US20049",0
"929","Kansas","KS","Ellis","KS",32,20051,"0500000US20051",0
"930","Kansas","KS","Norton","KS",32,20137,"0500000US20137",0
"931","Kansas","KS","Finney","KS",32,20055,"0500000US20055",0
"932","Kansas","KS","Ford","KS",32,20057,"0500000US20057",0
"933","Kansas","KS","Comanche","KS",32,20033,"0500000US20033",0
"934","Kansas","KS","Meade","KS",32,20119,"0500000US20119",0
"935","Kansas","KS","Bourbon","KS",32,20011,"0500000US20011",0
"936","Kansas","KS","Brown","KS",32,20013,"0500000US20013",0
"937","Kansas","KS","Shawnee","KS",32,20177,"0500000US20177",0
"938","Kansas","KS","Sheridan","KS",32,20179,"0500000US20179",0
"939","Kansas","KS","Sherman","KS",32,20181,"0500000US20181",0
"940","Kansas","KS","Hamilton","KS",32,20075,"0500000US20075",0
"941","Kansas","KS","Harper","KS",32,20077,"0500000US20077",0
"942","Kansas","KS","Harvey","KS",32,20079,"0500000US20079",0
"943","Kansas","KS","Haskell","KS",32,20081,"0500000US20081",0
"944","Kansas","KS","Hodgeman","KS",32,20083,"0500000US20083",0
"945","Kansas","KS","Ellsworth","KS",32,20053,"0500000US20053",0
"946","Kansas","KS","Coffey","KS",32,20031,"0500000US20031",0
"947","Kansas","KS","Franklin","KS",32,20059,"0500000US20059",0
"948","Kansas","KS","Wabaunsee","KS",32,20197,"0500000US20197",0
"949","Kansas","KS","Wallace","KS",32,20199,"0500000US20199",0
"950","Kansas","KS","Washington","KS",32,20201,"0500000US20201",0
"951","Kansas","KS","Wichita","KS",32,20203,"0500000US20203",0
"952","Kansas","KS","Wilson","KS",32,20205,"0500000US20205",0
"953","Kansas","KS","Woodson","KS",32,20207,"0500000US20207",0
"954","Kansas","KS","Cherokee","KS",32,20021,"0500000US20021",0
"955","Kansas","KS","Cheyenne","KS",32,20023,"0500000US20023",0
"956","Kansas","KS","Clark","KS",32,20025,"0500000US20025",0
"957","Kansas","KS","Clay","KS",32,20027,"0500000US20027",0
"958","Kansas","KS","Cloud","KS",32,20029,"0500000US20029",0
"959","Kansas","KS","Stanton","KS",32,20187,"0500000US20187",0
"960","Kansas","KS","Marion","KS",32,20115,"0500000US20115",0
"961","Kansas","KS","Geary","KS",32,20061,"0500000US20061",0
"962","Kansas","KS","Johnson","KS",32,20091,"0500000US20091",0
"963","Kansas","KS","Kearny","KS",32,20093,"0500000US20093",0
"964","Kansas","KS","Butler","KS",32,20015,"0500000US20015",0
"965","Kansas","KS","Chase","KS",32,20017,"0500000US20017",0
"966","Kansas","KS","Chautauqua","KS",32,20019,"0500000US20019",0
"967","Kansas","KS","Douglas","KS",32,20045,"0500000US20045",0
"968","Kansas","KS","Labette","KS",32,20099,"0500000US20099",0
"969","Kansas","KS","Lane","KS",32,20101,"0500000US20101",0
"970","Kansas","KS","Smith","KS",32,20183,"0500000US20183",0
"971","Kansas","KS","Stafford","KS",32,20185,"0500000US20185",0
"972","Kansas","KS","Lincoln","KS",32,20105,"0500000US20105",0
"973","Kansas","KS","Stevens","KS",32,20189,"0500000US20189",0
"974","Kansas","KS","Marshall","KS",32,20117,"0500000US20117",0
"975","Kansas","KS","Trego","KS",32,20195,"0500000US20195",0
"976","Kansas","KS","Crawford","KS",32,20037,"0500000US20037",0
"977","Kansas","KS","Decatur","KS",32,20039,"0500000US20039",0
"978","Kansas","KS","Mitchell","KS",32,20123,"0500000US20123",0
"979","Kansas","KS","Montgomery","KS",32,20125,"0500000US20125",0
"980","Kansas","KS","Kiowa","KS",32,20097,"0500000US20097",0
"981","Kansas","KS","Cowley","KS",32,20035,"0500000US20035",0
"982","Kansas","KS","Linn","KS",32,20107,"0500000US20107",0
"983","Kansas","KS","Sumner","KS",32,20191,"0500000US20191",0
"984","Kansas","KS","Leavenworth","KS",32,20103,"0500000US20103",0
"985","Kansas","KS","Doniphan","KS",32,20043,"0500000US20043",0
"986","Kansas","KS","Thomas","KS",32,20193,"0500000US20193",0
"987","Kansas","KS","Lyon","KS",32,20111,"0500000US20111",0
"988","Kansas","KS","Kingman","KS",32,20095,"0500000US20095",0
"989","Kansas","KS","Dickinson","KS",32,20041,"0500000US20041",0
"990","Kansas","KS","Logan","KS",32,20109,"0500000US20109",0
"991","Kentucky","KY","Ballard","KY",51,21007,"0500000US21007",0
"992","Kentucky","KY","Barren","KY",51,21009,"0500000US21009",0
"993","Kentucky","KY","Boyle","KY",51,21021,"0500000US21021",0
"994","Kentucky","KY","Bracken","KY",51,21023,"0500000US21023",0
"995","Kentucky","KY","Bullitt","KY",51,21029,"0500000US21029",0
"996","Kentucky","KY","Butler","KY",51,21031,"0500000US21031",0
"997","Kentucky","KY","Anderson","KY",51,21005,"0500000US21005",0
"998","Kentucky","KY","Bell","KY",51,21013,"0500000US21013",0
"999","Kentucky","KY","Rowan","KY",51,21205,"0500000US21205",0
"1000","Kentucky","KY","Caldwell","KY",51,21033,"0500000US21033",0
"1001","Kentucky","KY","Rockcastle","KY",51,21203,"0500000US21203",0
"1002","Kentucky","KY","Boyd","KY",51,21019,"0500000US21019",0
"1003","Kentucky","KY","Nicholas","KY",51,21181,"0500000US21181",0
"1004","Kentucky","KY","Ohio","KY",51,21183,"0500000US21183",0
"1005","Kentucky","KY","Robertson","KY",51,21201,"0500000US21201",0
"1006","Kentucky","KY","Allen","KY",51,21003,"0500000US21003",0
"1007","Kentucky","KY","Adair","KY",51,21001,"0500000US21001",0
"1008","Kentucky","KY","Menifee","KY",51,21165,"0500000US21165",0
"1009","Kentucky","KY","Mercer","KY",51,21167,"0500000US21167",0
"1010","Kentucky","KY","Calloway","KY",51,21035,"0500000US21035",0
"1011","Kentucky","KY","Campbell","KY",51,21037,"0500000US21037",0
"1012","Kentucky","KY","Carlisle","KY",51,21039,"0500000US21039",0
"1013","Kentucky","KY","Carroll","KY",51,21041,"0500000US21041",0
"1014","Kentucky","KY","Bourbon","KY",51,21017,"0500000US21017",0
"1015","Kentucky","KY","Nelson","KY",51,21179,"0500000US21179",0
"1016","Kentucky","KY","Russell","KY",51,21207,"0500000US21207",0
"1017","Kentucky","KY","Scott","KY",51,21209,"0500000US21209",0
"1018","Kentucky","KY","Breathitt","KY",51,21025,"0500000US21025",0
"1019","Kentucky","KY","Breckinridge","KY",51,21027,"0500000US21027",0
"1020","Kentucky","KY","Owsley","KY",51,21189,"0500000US21189",0
"1021","Kentucky","KY","Pendleton","KY",51,21191,"0500000US21191",0
"1022","Kentucky","KY","Perry","KY",51,21193,"0500000US21193",0
"1023","Kentucky","KY","Metcalfe","KY",51,21169,"0500000US21169",0
"1024","Kentucky","KY","Bath","KY",51,21011,"0500000US21011",0
"1025","Kentucky","KY","Montgomery","KY",51,21173,"0500000US21173",0
"1026","Kentucky","KY","Morgan","KY",51,21175,"0500000US21175",0
"1027","Kentucky","KY","Boone","KY",51,21015,"0500000US21015",0
"1028","Kentucky","KY","Knox","KY",51,21121,"0500000US21121",0
"1029","Kentucky","KY","Martin","KY",51,21159,"0500000US21159",0
"1030","Kentucky","KY","Mason","KY",51,21161,"0500000US21161",0
"1031","Kentucky","KY","Oldham","KY",51,21185,"0500000US21185",0
"1032","Kentucky","KY","Owen","KY",51,21187,"0500000US21187",0
"1033","Kentucky","KY","McLean","KY",51,21149,"0500000US21149",0
"1034","Kentucky","KY","Meade","KY",51,21163,"0500000US21163",0
"1035","Kentucky","KY","Garrard","KY",51,21079,"0500000US21079",0
"1036","Kentucky","KY","Pike","KY",51,21195,"0500000US21195",0
"1037","Kentucky","KY","Powell","KY",51,21197,"0500000US21197",0
"1038","Kentucky","KY","Pulaski","KY",51,21199,"0500000US21199",0
"1039","Kentucky","KY","Kenton","KY",51,21117,"0500000US21117",0
"1040","Kentucky","KY","Knott","KY",51,21119,"0500000US21119",0
"1041","Kentucky","KY","Muhlenberg","KY",51,21177,"0500000US21177",0
"1042","Kentucky","KY","Harlan","KY",51,21095,"0500000US21095",0
"1043","Kentucky","KY","Harrison","KY",51,21097,"0500000US21097",0
"1044","Kentucky","KY","Hart","KY",51,21099,"0500000US21099",0
"1045","Kentucky","KY","Henderson","KY",51,21101,"0500000US21101",0
"1046","Kentucky","KY","Henry","KY",51,21103,"0500000US21103",0
"1047","Kentucky","KY","Hickman","KY",51,21105,"0500000US21105",0
"1048","Kentucky","KY","Hopkins","KY",51,21107,"0500000US21107",0
"1049","Kentucky","KY","Grant","KY",51,21081,"0500000US21081",0
"1050","Kentucky","KY","Graves","KY",51,21083,"0500000US21083",0
"1051","Kentucky","KY","Monroe","KY",51,21171,"0500000US21171",0
"1052","Kentucky","KY","Green","KY",51,21087,"0500000US21087",0
"1053","Kentucky","KY","Greenup","KY",51,21089,"0500000US21089",0
"1054","Kentucky","KY","Estill","KY",51,21065,"0500000US21065",0
"1055","Kentucky","KY","Marshall","KY",51,21157,"0500000US21157",0
"1056","Kentucky","KY","Carter","KY",51,21043,"0500000US21043",0
"1057","Kentucky","KY","Casey","KY",51,21045,"0500000US21045",0
"1058","Kentucky","KY","Shelby","KY",51,21211,"0500000US21211",0
"1059","Kentucky","KY","Simpson","KY",51,21213,"0500000US21213",0
"1060","Kentucky","KY","Spencer","KY",51,21215,"0500000US21215",0
"1061","Kentucky","KY","Taylor","KY",51,21217,"0500000US21217",0
"1062","Kentucky","KY","Jackson","KY",51,21109,"0500000US21109",0
"1063","Kentucky","KY","Jefferson","KY",51,21111,"0500000US21111",0
"1064","Kentucky","KY","Jessamine","KY",51,21113,"0500000US21113",0
"1065","Kentucky","KY","Johnson","KY",51,21115,"0500000US21115",0
"1066","Kentucky","KY","Edmonson","KY",51,21061,"0500000US21061",0
"1067","Kentucky","KY","Grayson","KY",51,21085,"0500000US21085",0
"1068","Kentucky","KY","Hancock","KY",51,21091,"0500000US21091",0
"1069","Kentucky","KY","Webster","KY",51,21233,"0500000US21233",0
"1070","Kentucky","KY","Whitley","KY",51,21235,"0500000US21235",0
"1071","Kentucky","KY","Wolfe","KY",51,21237,"0500000US21237",0
"1072","Kentucky","KY","Woodford","KY",51,21239,"0500000US21239",0
"1073","Kentucky","KY","McCreary","KY",51,21147,"0500000US21147",0
"1074","Kentucky","KY","Gallatin","KY",51,21077,"0500000US21077",0
"1075","Kentucky","KY","Clinton","KY",51,21053,"0500000US21053",0
"1076","Kentucky","KY","Crittenden","KY",51,21055,"0500000US21055",0
"1077","Kentucky","KY","Cumberland","KY",51,21057,"0500000US21057",0
"1078","Kentucky","KY","Daviess","KY",51,21059,"0500000US21059",0
"1079","Kentucky","KY","Trigg","KY",51,21221,"0500000US21221",0
"1080","Kentucky","KY","Elliott","KY",51,21063,"0500000US21063",0
"1081","Kentucky","KY","Magoffin","KY",51,21153,"0500000US21153",0
"1082","Kentucky","KY","Hardin","KY",51,21093,"0500000US21093",0
"1083","Kentucky","KY","Larue","KY",51,21123,"0500000US21123",0
"1084","Kentucky","KY","Laurel","KY",51,21125,"0500000US21125",0
"1085","Kentucky","KY","Christian","KY",51,21047,"0500000US21047",0
"1086","Kentucky","KY","Clark","KY",51,21049,"0500000US21049",0
"1087","Kentucky","KY","Clay","KY",51,21051,"0500000US21051",0
"1088","Kentucky","KY","Lee","KY",51,21129,"0500000US21129",0
"1089","Kentucky","KY","Leslie","KY",51,21131,"0500000US21131",0
"1090","Kentucky","KY","Letcher","KY",51,21133,"0500000US21133",0
"1091","Kentucky","KY","Todd","KY",51,21219,"0500000US21219",0
"1092","Kentucky","KY","Lewis","KY",51,21135,"0500000US21135",0
"1093","Kentucky","KY","Trimble","KY",51,21223,"0500000US21223",0
"1094","Kentucky","KY","Union","KY",51,21225,"0500000US21225",0
"1095","Kentucky","KY","Marion","KY",51,21155,"0500000US21155",0
"1096","Kentucky","KY","Wayne","KY",51,21231,"0500000US21231",0
"1097","Kentucky","KY","Fleming","KY",51,21069,"0500000US21069",0
"1098","Kentucky","KY","Floyd","KY",51,21071,"0500000US21071",0
"1099","Kentucky","KY","McCracken","KY",51,21145,"0500000US21145",0
"1100","Kentucky","KY","Fulton","KY",51,21075,"0500000US21075",0
"1101","Kentucky","KY","Washington","KY",51,21229,"0500000US21229",0
"1102","Kentucky","KY","Lincoln","KY",51,21137,"0500000US21137",0
"1103","Kentucky","KY","Livingston","KY",51,21139,"0500000US21139",0
"1104","Kentucky","KY","Warren","KY",51,21227,"0500000US21227",0
"1105","Kentucky","KY","Lawrence","KY",51,21127,"0500000US21127",0
"1106","Kentucky","KY","Fayette","KY",51,21067,"0500000US21067",0
"1107","Kentucky","KY","Madison","KY",51,21151,"0500000US21151",0
"1108","Kentucky","KY","Logan","KY",51,21141,"0500000US21141",0
"1109","Kentucky","KY","Lyon","KY",51,21143,"0500000US21143",0
"1110","Kentucky","KY","Franklin","KY",51,21073,"0500000US21073",0
"1111","Louisiana","LA","Bienville Parish","LA",45,22013,"0500000US22013",0
"1112","Louisiana","LA","Beauregard Parish","LA",45,22011,"0500000US22011",0
"1113","Louisiana","LA","Catahoula Parish","LA",45,22025,"0500000US22025",0
"1114","Louisiana","LA","Assumption Parish","LA",45,22007,"0500000US22007",0
"1115","Louisiana","LA","Cameron Parish","LA",45,22023,"0500000US22023",0
"1116","Louisiana","LA","East Baton Rouge Parish","LA",45,22033,"0500000US22033",0
"1117","Louisiana","LA","Evangeline Parish","LA",45,22039,"0500000US22039",0
"1118","Louisiana","LA","Avoyelles Parish","LA",45,22009,"0500000US22009",0
"1119","Louisiana","LA","De Soto Parish","LA",45,22031,"0500000US22031",0
"1120","Louisiana","LA","Grant Parish","LA",45,22043,"0500000US22043",0
"1121","Louisiana","LA","East Carroll Parish","LA",45,22035,"0500000US22035",0
"1122","Louisiana","LA","Concordia Parish","LA",45,22029,"0500000US22029",0
"1123","Louisiana","LA","Franklin Parish","LA",45,22041,"0500000US22041",0
"1124","Louisiana","LA","St. Martin Parish","LA",45,22099,"0500000US22099",0
"1125","Louisiana","LA","St. Mary Parish","LA",45,22101,"0500000US22101",0
"1126","Louisiana","LA","Bossier Parish","LA",45,22015,"0500000US22015",0
"1127","Louisiana","LA","Allen Parish","LA",45,22003,"0500000US22003",0
